prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,132,65,0.4924,0.4924,0.8626,0.9692,5.2463,9.43,0.0,0.0399,0.475,0.013
The city had changed since the last time she visited.,0.8,1,144,65,0.4514,0.4514,0.8531,0.993,5.2634,14.4,0.0,0.0409,0.35,0.013
The city had changed since the last time she visited.,0.8,2,97,69,0.7113,0.7113,0.9688,1.0,5.8444,4.85,0.0,0.064,0.225,0.0138
The city had changed since the last time she visited.,0.8,3,191,40,0.2094,0.2094,0.4842,0.7354,3.4796,63.67,0.0,0.0064,1.0,0.008
The city had changed since the last time she visited.,0.8,4,146,82,0.5616,0.5616,0.8828,0.9583,5.7872,16.22,0.0,0.0379,0.575,0.0164
The city had changed since the last time she visited.,1.0,0,159,74,0.4654,0.4654,0.9114,1.0,5.6403,13.25,0.0,0.0327,0.2875,0.0148
The city had changed since the last time she visited.,1.0,1,132,79,0.5985,0.5985,0.9466,1.0,5.8624,9.43,0.0,0.0426,0.225,0.0158
The city had changed since the last time she visited.,1.0,2,129,81,0.6279,0.6279,0.9688,1.0,5.9613,14.33,0.0,0.0392,0.325,0.0162
The city had changed since the last time she visited.,1.0,3,114,76,0.6667,0.6667,0.9646,1.0,5.7943,12.67,0.0,0.0484,0.225,0.0152
The city had changed since the last time she visited.,1.0,4,118,77,0.6525,0.6525,0.9316,0.9914,5.7324,10.73,0.0,0.0455,0.5125,0.0154
"After the rain stopped, the streets were quiet and still.",0.8,0,154,80,0.5195,0.5195,0.8889,0.9934,5.7501,19.25,0.0,0.0422,0.475,0.016
"After the rain stopped, the streets were quiet and still.",0.8,1,90,55,0.6111,0.6111,0.9888,1.0,5.4218,5.29,0.0,0.0771,0.325,0.011
"After the rain stopped, the streets were quiet and still.",0.8,2,115,65,0.5652,0.5652,0.9035,0.9912,5.2562,6.39,0.0,0.0507,0.575,0.013
"After the rain stopped, the streets were quiet and still.",0.8,3,170,77,0.4529,0.4529,0.8047,0.9583,5.4821,9.44,0.0,0.0396,0.35,0.0154
