prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,135,68,0.5037,0.5037,0.8358,0.9774,5.1973,12.27,0.0,0.0386,0.475,0.0136
The city had changed since the last time she visited.,0.8,1,166,64,0.3855,0.3855,0.7515,0.9573,5.0123,12.77,0.0,0.033,0.4125,0.0128
The city had changed since the last time she visited.,0.8,2,176,57,0.3239,0.3239,0.6857,0.9483,4.6196,25.14,0.0,0.0145,0.7,0.0114
The city had changed since the last time she visited.,0.8,3,148,62,0.4189,0.4189,0.7891,0.9932,4.916,24.67,0.0,0.024,0.575,0.0124
The city had changed since the last time she visited.,0.8,4,157,58,0.3694,0.3694,0.7436,0.9677,4.6897,17.44,0.0,0.0225,0.7,0.0116
The city had changed since the last time she visited.,1.0,0,163,78,0.4785,0.4785,0.8642,0.9814,5.579,32.6,0.0,0.0281,0.6125,0.0156
The city had changed since the last time she visited.,1.0,1,151,70,0.4636,0.4636,0.8467,0.9799,5.1488,15.1,0.0,0.0234,0.675,0.014
The city had changed since the last time she visited.,1.0,2,158,66,0.4177,0.4177,0.8535,0.9936,5.1817,17.56,0.0,0.0343,0.45,0.0132
The city had changed since the last time she visited.,1.0,3,165,80,0.4848,0.4848,0.9329,1.0,5.6884,11.0,0.0,0.0302,0.3875,0.016
The city had changed since the last time she visited.,1.0,4,147,85,0.5782,0.5782,0.9452,1.0,5.8749,13.36,0.0,0.0286,0.2875,0.017
"After the rain stopped, the streets were quiet and still.",0.8,0,151,90,0.596,0.596,0.9267,0.9933,6.0015,8.88,0.0,0.0471,0.35,0.018
"After the rain stopped, the streets were quiet and still.",0.8,1,120,71,0.5917,0.5917,0.916,1.0,5.4405,10.0,0.0,0.0437,0.2875,0.0142
"After the rain stopped, the streets were quiet and still.",0.8,2,178,79,0.4438,0.4438,0.8418,0.9602,5.6652,10.47,0.0,0.0387,0.35,0.0158
"After the rain stopped, the streets were quiet and still.",0.8,3,134,67,0.5,0.5,0.812,0.9773,4.9111,8.93,0.0,0.0412,0.6,0.0134
"After the rain stopped, the streets were quiet and still.",0.8,4,174,77,0.4425,0.4425,0.8439,0.9884,5.6939,10.88,0.0,0.0428,0.4125,0.0154
"After the rain stopped, the streets were quiet and still.",1.0,0,165,90,0.5455,0.5455,0.9146,0.9939,5.9147,11.0,0.0,0.0384,0.35,0.018
"After the rain stopped, the streets were quiet and still.",1.0,1,173,83,0.4798,0.4798,0.8721,0.9766,5.8296,14.42,0.0,0.0406,0.2875,0.0166
"After the rain stopped, the streets were quiet and still.",1.0,2,169,91,0.5385,0.5385,0.8929,0.994,5.985,15.36,0.0,0.0258,0.35,0.0182
"After the rain stopped, the streets were quiet and still.",1.0,3,146,77,0.5274,0.5274,0.9034,0.9931,5.4691,11.23,0.0,0.0333,0.35,0.0154
"After the rain stopped, the streets were quiet and still.",1.0,4,148,88,0.5946,0.5946,0.9184,1.0,5.8692,14.8,0.0,0.0343,0.35,0.0176
He opened the book to a random page and began to read.,0.8,0,133,75,0.5639,0.5639,0.9318,1.0,5.6272,14.78,0.0,0.0518,0.35,0.015
He opened the book to a random page and began to read.,0.8,1,166,78,0.4699,0.4699,0.8848,0.9939,5.7849,15.09,0.0,0.0426,0.45,0.0156
He opened the book to a random page and began to read.,0.8,2,173,77,0.4451,0.4451,0.8547,0.9825,5.6416,11.53,0.0,0.0429,0.35,0.0154
He opened the book to a random page and began to read.,0.8,3,173,89,0.5145,0.5145,0.8895,0.9766,5.9948,14.42,0.0,0.0332,0.35,0.0178
