prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,167,65,0.3892,0.3892,0.759,0.9697,4.9088,16.7,0.0,0.0238,0.7,0.013
The city had changed since the last time she visited.,0.8,1,173,72,0.4162,0.4162,0.8023,0.9649,5.4097,14.42,0.0,0.0361,0.35,0.0144
The city had changed since the last time she visited.,0.8,2,161,78,0.4845,0.4845,0.9062,0.9937,5.6275,20.12,0.0,0.0435,0.3875,0.0156
The city had changed since the last time she visited.,0.8,3,142,77,0.5423,0.5423,0.8723,1.0,5.5487,10.14,0.0,0.0427,0.5125,0.0154
The city had changed since the last time she visited.,0.8,4,127,63,0.4961,0.4961,0.873,0.992,5.0222,18.14,0.0,0.0372,0.6375,0.0126
The city had changed since the last time she visited.,1.0,0,157,82,0.5223,0.5223,0.9295,1.0,5.8951,15.7,0.0,0.0302,0.2875,0.0164
The city had changed since the last time she visited.,1.0,1,133,80,0.6015,0.6015,0.9015,0.9924,5.676,8.87,0.0,0.0417,0.4125,0.016
The city had changed since the last time she visited.,1.0,2,143,89,0.6224,0.6224,0.9507,0.9929,6.0437,8.94,0.0,0.0424,0.225,0.0178
The city had changed since the last time she visited.,1.0,3,136,79,0.5809,0.5809,0.9259,1.0,5.6264,9.07,0.0,0.0285,0.4125,0.0158
The city had changed since the last time she visited.,1.0,4,157,84,0.535,0.535,0.9103,0.9742,5.753,14.27,0.0,0.0258,0.35,0.0168
"After the rain stopped, the streets were quiet and still.",0.8,0,162,79,0.4877,0.4877,0.8261,0.9625,5.4807,8.53,0.0,0.0314,0.4125,0.0158
"After the rain stopped, the streets were quiet and still.",0.8,1,156,82,0.5256,0.5256,0.8323,0.961,5.7376,9.18,0.0,0.0428,0.475,0.0164
"After the rain stopped, the streets were quiet and still.",0.8,2,155,75,0.4839,0.4839,0.8766,0.9804,5.6449,11.92,0.0,0.0367,0.4125,0.015
"After the rain stopped, the streets were quiet and still.",0.8,3,158,84,0.5316,0.5316,0.8535,0.9615,5.6849,10.53,0.0,0.0409,0.4125,0.0168
"After the rain stopped, the streets were quiet and still.",0.8,4,132,77,0.5833,0.5833,0.9008,0.9846,5.5198,12.0,0.0,0.0421,0.4125,0.0154
"After the rain stopped, the streets were quiet and still.",1.0,0,145,87,0.6,0.6,0.9236,0.979,5.9992,10.36,0.0,0.0387,0.4125,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,1,159,96,0.6038,0.6038,0.9304,1.0,6.1027,12.23,0.0,0.0395,0.35,0.0192
"After the rain stopped, the streets were quiet and still.",1.0,2,169,81,0.4793,0.4793,0.9226,0.976,5.966,18.78,0.0,0.0359,0.3875,0.0162
"After the rain stopped, the streets were quiet and still.",1.0,3,172,84,0.4884,0.4884,0.9006,1.0,5.9851,15.64,0.0,0.0345,0.3875,0.0168
"After the rain stopped, the streets were quiet and still.",1.0,4,174,91,0.523,0.523,0.9017,0.9884,5.9361,14.5,0.0,0.0218,0.4125,0.0182
He opened the book to a random page and began to read.,0.8,0,117,72,0.6154,0.6154,0.931,0.9913,5.6708,9.75,0.0,0.0537,0.3875,0.0144
He opened the book to a random page and began to read.,0.8,1,164,79,0.4817,0.4817,0.8589,0.9877,5.75,10.93,0.0,0.0468,0.2875,0.0158
He opened the book to a random page and began to read.,0.8,2,143,79,0.5524,0.5524,0.9014,1.0,5.6751,11.0,0.0,0.0431,0.2875,0.0158
He opened the book to a random page and began to read.,0.8,3,165,83,0.503,0.503,0.8902,0.9877,5.8439,9.71,0.0,0.0358,0.35,0.0166
He opened the book to a random page and began to read.,0.8,4,166,87,0.5241,0.5241,0.9273,0.9756,6.0219,11.07,0.0,0.0333,0.2875,0.0174
He opened the book to a random page and began to read.,1.0,0,127,85,0.6693,0.6693,0.9603,1.0,5.9288,9.77,0.0,0.0451,0.325,0.017
He opened the book to a random page and began to read.,1.0,1,171,84,0.4912,0.4912,0.9235,0.9882,5.8411,12.21,0.0,0.0367,0.35,0.0168
He opened the book to a random page and began to read.,1.0,2,98,79,0.8061,0.8061,1.0,1.0,6.0717,5.76,0.0,0.056,0.1625,0.0158
He opened the book to a random page and began to read.,1.0,3,112,78,0.6964,0.6964,0.964,1.0,5.9364,8.0,0.0,0.0554,0.225,0.0156
He opened the book to a random page and began to read.,1.0,4,162,87,0.537,0.537,0.9255,1.0,5.9271,12.46,0.0,0.0501,0.575,0.0174
The envoy arrived at dawn with gifts from the northern court,0.8,0,109,71,0.6514,0.6514,0.9444,1.0,5.5297,7.79,0.0,0.0356,0.35,0.0142
The envoy arrived at dawn with gifts from the northern court,0.8,1,98,63,0.6429,0.6429,0.9072,0.9896,5.3603,7.54,0.0,0.0404,0.35,0.0126
