prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,72,47,0.6528,0.6528,0.9718,0.9857,5.31,5.14,0.0,0.0764,0.325,0.0094
The city had changed since the last time she visited.,0.8,1,131,63,0.4809,0.4809,0.8385,0.9922,5.054,10.92,0.0,0.0411,0.5375,0.0126
The city had changed since the last time she visited.,0.8,2,82,50,0.6098,0.6098,1.0,1.0,5.3802,5.12,0.0,0.086,0.2625,0.01
The city had changed since the last time she visited.,0.8,3,106,64,0.6038,0.6038,0.9333,1.0,5.5347,6.24,0.0,0.0748,0.35,0.0128
The city had changed since the last time she visited.,0.8,4,118,66,0.5593,0.5593,0.8974,0.9914,5.3227,8.43,0.0,0.0638,0.2875,0.0132
The city had changed since the last time she visited.,1.0,0,122,75,0.6148,0.6148,0.9504,1.0,5.7311,7.62,0.0,0.0442,0.35,0.015
The city had changed since the last time she visited.,1.0,1,163,84,0.5153,0.5153,0.9074,0.9938,5.8111,10.19,0.0,0.0354,0.45,0.0168
The city had changed since the last time she visited.,1.0,2,156,74,0.4744,0.4744,0.8645,0.987,5.5961,9.75,0.0,0.0507,0.475,0.0148
The city had changed since the last time she visited.,1.0,3,110,77,0.7,0.7,0.9725,1.0,5.8939,9.17,0.0,0.0594,0.225,0.0154
The city had changed since the last time she visited.,1.0,4,129,78,0.6047,0.6047,0.9375,1.0,5.6656,9.92,0.0,0.0488,0.35,0.0156
"After the rain stopped, the streets were quiet and still.",0.8,0,160,88,0.55,0.55,0.9057,0.9937,5.7782,13.33,0.0,0.0318,0.4125,0.0176
"After the rain stopped, the streets were quiet and still.",0.8,1,156,75,0.4808,0.4808,0.8645,0.9935,5.4464,9.75,0.0,0.0352,0.5125,0.015
"After the rain stopped, the streets were quiet and still.",0.8,2,170,82,0.4824,0.4824,0.8462,0.9881,5.7007,17.0,0.0,0.0338,0.4125,0.0164
"After the rain stopped, the streets were quiet and still.",0.8,3,162,65,0.4012,0.4012,0.7205,0.925,4.8122,10.12,0.0,0.0293,0.7,0.013
"After the rain stopped, the streets were quiet and still.",0.8,4,138,77,0.558,0.558,0.9051,0.9926,5.5577,8.62,0.0,0.0448,0.35,0.0154
"After the rain stopped, the streets were quiet and still.",1.0,0,147,82,0.5578,0.5578,0.911,0.9931,5.7564,9.8,0.0,0.0465,0.2875,0.0164
"After the rain stopped, the streets were quiet and still.",1.0,1,130,83,0.6385,0.6385,0.938,0.9922,5.9059,11.82,0.0,0.0507,0.225,0.0166
"After the rain stopped, the streets were quiet and still.",1.0,2,162,95,0.5864,0.5864,0.9441,1.0,6.0807,9.53,0.0,0.0383,0.2875,0.019
"After the rain stopped, the streets were quiet and still.",1.0,3,143,80,0.5594,0.5594,0.8732,0.9858,5.5543,7.94,0.0,0.0441,0.475,0.016
"After the rain stopped, the streets were quiet and still.",1.0,4,149,83,0.557,0.557,0.9459,0.9932,5.8309,11.46,0.0,0.0503,0.225,0.0166
He opened the book to a random page and began to read.,0.8,0,162,86,0.5309,0.5309,0.8634,0.9688,5.758,10.12,0.0,0.044,0.35,0.0172
He opened the book to a random page and began to read.,0.8,1,94,64,0.6809,0.6809,0.9677,1.0,5.626,4.95,0.0,0.0852,0.225,0.0128
He opened the book to a random page and began to read.,0.8,2,137,75,0.5474,0.5474,0.8971,0.9778,5.3647,8.56,0.0,0.0572,0.5375,0.015
He opened the book to a random page and began to read.,0.8,3,166,69,0.4157,0.4157,0.7818,0.939,5.4698,11.86,0.0,0.0416,0.575,0.0138
He opened the book to a random page and began to read.,0.8,4,168,77,0.4583,0.4583,0.8563,0.9819,5.6323,12.92,0.0,0.0389,0.5125,0.0154
He opened the book to a random page and began to read.,1.0,0,142,78,0.5493,0.5493,0.9149,1.0,5.8129,8.35,0.0,0.0584,0.3875,0.0156
He opened the book to a random page and began to read.,1.0,1,172,86,0.5,0.5,0.9298,0.9941,5.8873,15.64,0.0,0.0397,0.3875,0.0172
He opened the book to a random page and began to read.,1.0,2,171,87,0.5088,0.5088,0.9294,1.0,6.0473,14.25,0.0,0.0451,0.2875,0.0174
He opened the book to a random page and began to read.,1.0,3,162,89,0.5494,0.5494,0.9193,0.9938,5.9048,23.14,0.0,0.0315,0.4125,0.0178
He opened the book to a random page and began to read.,1.0,4,157,83,0.5287,0.5287,0.9295,1.0,5.867,15.7,0.0,0.0444,0.35,0.0166
The envoy arrived at dawn with gifts from the northern court,0.8,0,152,74,0.4868,0.4868,0.8609,0.9933,5.4486,13.82,0.0,0.0414,0.5125,0.0148
The envoy arrived at dawn with gifts from the northern court,0.8,1,119,66,0.5546,0.5546,0.8898,1.0,5.2667,7.0,0.0,0.0523,0.4125,0.0132
The envoy arrived at dawn with gifts from the northern court,0.8,2,128,73,0.5703,0.5703,0.8819,1.0,5.3473,9.85,0.0,0.0401,0.5125,0.0146
The envoy arrived at dawn with gifts from the northern court,0.8,3,126,72,0.5714,0.5714,0.896,1.0,5.4164,9.69,0.0,0.0461,0.35,0.0144
The envoy arrived at dawn with gifts from the northern court,0.8,4,96,56,0.5833,0.5833,1.0,1.0,5.4585,5.65,0.0,0.1089,0.2625,0.0112
The envoy arrived at dawn with gifts from the northern court,1.0,0,112,71,0.6339,0.6339,0.964,1.0,5.5188,10.18,0.0,0.0485,0.3875,0.0142
The envoy arrived at dawn with gifts from the northern court,1.0,1,135,82,0.6074,0.6074,0.9627,1.0,5.818,12.27,0.0,0.037,0.2875,0.0164
The envoy arrived at dawn with gifts from the northern court,1.0,2,125,82,0.656,0.656,0.9597,1.0,5.9363,9.62,0.0,0.0486,0.35,0.0164
The envoy arrived at dawn with gifts from the northern court,1.0,3,155,85,0.5484,0.5484,0.9026,0.9804,5.8048,15.5,0.0,0.037,0.5125,0.017
The envoy arrived at dawn with gifts from the northern court,1.0,4,101,62,0.6139,0.6139,0.92,0.9899,5.4936,9.18,0.0,0.0522,0.2875,0.0124
