prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,111,69,0.6216,0.6216,0.9455,0.9908,5.7003,6.53,0.0,0.0684,0.2875,0.0138
The city had changed since the last time she visited.,0.8,1,122,71,0.582,0.582,0.9256,1.0,5.4802,8.71,0.0,0.056,0.2875,0.0142
The city had changed since the last time she visited.,0.8,2,110,71,0.6455,0.6455,0.9817,1.0,5.6098,5.24,0.0,0.0641,0.225,0.0142
The city had changed since the last time she visited.,0.8,3,75,59,0.7867,0.7867,0.9865,1.0,5.7287,3.0,0.0,0.0928,0.325,0.0118
The city had changed since the last time she visited.,0.8,4,79,54,0.6835,0.6835,1.0,1.0,5.5363,2.82,0.0,0.1194,0.2625,0.0108
The city had changed since the last time she visited.,1.0,0,153,89,0.5817,0.5817,0.9211,0.9868,5.9027,15.3,0.0,0.0312,0.35,0.0178
The city had changed since the last time she visited.,1.0,1,136,76,0.5588,0.5588,0.9556,1.0,5.6085,10.46,0.0,0.0439,0.3875,0.0152
The city had changed since the last time she visited.,1.0,2,167,84,0.503,0.503,0.8976,0.9939,5.8173,12.85,0.0,0.0302,0.35,0.0168
The city had changed since the last time she visited.,1.0,3,96,66,0.6875,0.6875,1.0,1.0,5.8178,5.05,0.0,0.0819,0.2625,0.0132
The city had changed since the last time she visited.,1.0,4,160,96,0.6,0.6,0.9497,0.9937,6.1709,16.0,0.0,0.0301,0.2875,0.0192
"After the rain stopped, the streets were quiet and still.",0.8,0,143,73,0.5105,0.5105,0.8662,0.9787,5.4238,11.0,0.0,0.0354,0.475,0.0146
"After the rain stopped, the streets were quiet and still.",0.8,1,136,76,0.5588,0.5588,0.8963,1.0,5.2375,9.07,0.0,0.038,0.4125,0.0152
"After the rain stopped, the streets were quiet and still.",0.8,2,158,85,0.538,0.538,0.8981,0.9872,5.7794,13.17,0.0,0.0287,0.4125,0.017
"After the rain stopped, the streets were quiet and still.",0.8,3,145,66,0.4552,0.4552,0.7569,0.951,5.0819,9.67,0.0,0.0425,0.475,0.0132
"After the rain stopped, the streets were quiet and still.",0.8,4,128,75,0.5859,0.5859,0.8976,0.9841,5.4847,7.11,0.0,0.0541,0.475,0.015
"After the rain stopped, the streets were quiet and still.",1.0,0,142,87,0.6127,0.6127,0.9574,1.0,6.0972,10.92,0.0,0.0471,0.2875,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,1,151,90,0.596,0.596,0.94,0.9799,5.9355,11.62,0.0,0.0341,0.225,0.018
"After the rain stopped, the streets were quiet and still.",1.0,2,150,90,0.6,0.6,0.9463,1.0,5.8312,15.0,0.0,0.0276,0.2875,0.018
"After the rain stopped, the streets were quiet and still.",1.0,3,174,89,0.5115,0.5115,0.9191,1.0,6.0582,13.38,0.0,0.03,0.35,0.0178
"After the rain stopped, the streets were quiet and still.",1.0,4,177,94,0.5311,0.5311,0.9261,1.0,6.0508,16.09,0.0,0.033,0.2875,0.0188
He opened the book to a random page and began to read.,0.8,0,171,88,0.5146,0.5146,0.8941,0.9763,5.8135,12.21,0.0,0.0506,0.5375,0.0176
He opened the book to a random page and began to read.,0.8,1,48,43,0.8958,0.8958,1.0,1.0,5.335,3.69,0.0,0.0866,0.1625,0.0086
He opened the book to a random page and began to read.,0.8,2,181,77,0.4254,0.4254,0.8833,0.9888,5.805,18.1,0.0,0.0404,0.4125,0.0154
He opened the book to a random page and began to read.,0.8,3,142,71,0.5,0.5,0.8582,0.9929,5.312,11.83,0.0,0.0317,0.475,0.0142
He opened the book to a random page and began to read.,0.8,4,172,75,0.436,0.436,0.8246,0.9706,5.6313,17.2,0.0,0.0355,0.35,0.015
He opened the book to a random page and began to read.,1.0,0,35,31,0.8857,0.8857,1.0,1.0,4.8791,5.83,0.0,0.0733,0.1625,0.0062
He opened the book to a random page and began to read.,1.0,1,167,89,0.5329,0.5329,0.9398,0.9939,5.9159,16.7,0.0,0.0349,0.4125,0.0178
He opened the book to a random page and began to read.,1.0,2,101,66,0.6535,0.6535,0.97,1.0,5.7419,9.18,0.0,0.0964,0.2875,0.0132
He opened the book to a random page and began to read.,1.0,3,77,57,0.7403,0.7403,0.9737,1.0,5.5406,5.5,0.0,0.0718,0.2875,0.0114
He opened the book to a random page and began to read.,1.0,4,97,67,0.6907,0.6907,0.9688,1.0,5.6366,9.7,0.0,0.0638,0.2875,0.0134
The envoy arrived at dawn with gifts from the northern court,0.8,0,83,58,0.6988,0.6988,0.9756,1.0,5.5573,6.92,0.0,0.0759,0.225,0.0116
The envoy arrived at dawn with gifts from the northern court,0.8,1,137,72,0.5255,0.5255,0.8676,0.9852,5.566,13.7,0.0,0.0364,0.35,0.0144
The envoy arrived at dawn with gifts from the northern court,0.8,2,83,60,0.7229,0.7229,0.9878,1.0,5.576,3.61,0.0,0.1236,0.225,0.012
The envoy arrived at dawn with gifts from the northern court,0.8,3,153,84,0.549,0.549,0.9079,0.9934,5.9018,13.91,0.0,0.0297,0.35,0.0168
The envoy arrived at dawn with gifts from the northern court,0.8,4,127,72,0.5669,0.5669,0.9048,1.0,5.4741,18.14,0.0,0.0337,0.5375,0.0144
The envoy arrived at dawn with gifts from the northern court,1.0,0,86,68,0.7907,0.7907,1.0,1.0,5.8592,7.82,0.0,0.0743,0.1625,0.0136
The envoy arrived at dawn with gifts from the northern court,1.0,1,162,90,0.5556,0.5556,0.9317,0.9875,6.0752,23.14,0.0,0.0393,0.2875,0.018
The envoy arrived at dawn with gifts from the northern court,1.0,2,115,75,0.6522,0.6522,0.9474,1.0,5.74,11.5,0.0,0.046,0.35,0.015
