prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,180,64,0.3556,0.3556,0.7318,0.927,4.8197,22.5,0.0,0.0162,0.9,0.0128
The city had changed since the last time she visited.,0.8,1,119,71,0.5966,0.5966,0.9237,0.9915,5.4393,7.44,0.0,0.0506,0.35,0.0142
The city had changed since the last time she visited.,0.8,2,147,67,0.4558,0.4558,0.7945,0.9724,5.151,16.33,0.0,0.0296,0.6,0.0134
The city had changed since the last time she visited.,0.8,3,123,71,0.5772,0.5772,0.9098,0.9917,5.4474,11.18,0.0,0.0389,0.4125,0.0142
The city had changed since the last time she visited.,0.8,4,120,69,0.575,0.575,0.9076,1.0,5.3745,8.57,0.0,0.0444,0.4125,0.0138
The city had changed since the last time she visited.,1.0,0,154,78,0.5065,0.5065,0.9216,0.9868,5.6402,51.33,0.0,0.0214,0.325,0.0156
The city had changed since the last time she visited.,1.0,1,161,95,0.5901,0.5901,0.9062,0.9874,6.1804,17.89,0.0,0.0304,0.2875,0.019
The city had changed since the last time she visited.,1.0,2,102,77,0.7549,0.7549,1.0,1.0,6.0496,7.29,0.0,0.0619,0.1625,0.0154
The city had changed since the last time she visited.,1.0,3,126,75,0.5952,0.5952,0.96,1.0,5.7851,9.69,0.0,0.0511,0.3875,0.015
The city had changed since the last time she visited.,1.0,4,143,75,0.5245,0.5245,0.9507,0.9929,5.6682,14.3,0.0,0.0291,0.225,0.015
"After the rain stopped, the streets were quiet and still.",0.8,0,159,75,0.4717,0.4717,0.8038,0.9363,5.2738,15.9,0.0,0.0294,0.6,0.015
"After the rain stopped, the streets were quiet and still.",0.8,1,173,86,0.4971,0.4971,0.8547,0.9766,5.822,17.3,0.0,0.0268,0.575,0.0172
"After the rain stopped, the streets were quiet and still.",0.8,2,153,88,0.5752,0.5752,0.9079,0.9868,5.9984,13.91,0.0,0.0418,0.4125,0.0176
"After the rain stopped, the streets were quiet and still.",0.8,3,169,87,0.5148,0.5148,0.869,0.9641,5.8956,16.9,0.0,0.0278,0.475,0.0174
