prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,111,70,0.6306,0.6306,0.9636,0.9908,5.6508,6.94,0.0,0.0606,0.225,0.014
The city had changed since the last time she visited.,0.8,1,156,80,0.5128,0.5128,0.8774,0.974,5.7143,11.14,0.0,0.0334,0.5375,0.016
The city had changed since the last time she visited.,0.8,2,133,69,0.5188,0.5188,0.9015,1.0,5.3951,13.3,0.0,0.0265,0.35,0.0138
The city had changed since the last time she visited.,0.8,3,161,72,0.4472,0.4472,0.8313,0.9686,5.3827,17.89,0.0,0.0286,0.45,0.0144
The city had changed since the last time she visited.,0.8,4,168,69,0.4107,0.4107,0.7844,0.9518,5.0714,33.6,0.0,0.018,0.5125,0.0138
The city had changed since the last time she visited.,1.0,0,162,79,0.4877,0.4877,0.8944,0.9938,5.6422,18.0,0.0,0.0243,0.4125,0.0158
The city had changed since the last time she visited.,1.0,1,156,83,0.5321,0.5321,0.9161,1.0,5.8264,12.0,0.0,0.0279,0.35,0.0166
The city had changed since the last time she visited.,1.0,2,158,86,0.5443,0.5443,0.9236,0.9936,5.8884,9.88,0.0,0.0444,0.3875,0.0172
The city had changed since the last time she visited.,1.0,3,123,73,0.5935,0.5935,0.959,1.0,5.7864,9.46,0.0,0.032,0.225,0.0146
The city had changed since the last time she visited.,1.0,4,158,83,0.5253,0.5253,0.9172,1.0,5.7949,15.8,0.0,0.0326,0.3875,0.0166
"After the rain stopped, the streets were quiet and still.",0.8,0,171,80,0.4678,0.4678,0.8412,0.9645,5.7079,14.25,0.0,0.0516,0.35,0.016
"After the rain stopped, the streets were quiet and still.",0.8,1,177,84,0.4746,0.4746,0.858,0.9771,5.9302,17.7,0.0,0.0302,0.35,0.0168
"After the rain stopped, the streets were quiet and still.",0.8,2,140,75,0.5357,0.5357,0.8777,0.9928,5.3168,8.24,0.0,0.0371,0.5375,0.015
"After the rain stopped, the streets were quiet and still.",0.8,3,139,59,0.4245,0.4245,0.7174,0.8978,4.9092,8.18,0.0,0.0312,0.6,0.0118
"After the rain stopped, the streets were quiet and still.",0.8,4,141,70,0.4965,0.4965,0.8429,0.9928,5.204,12.82,0.0,0.0407,0.5375,0.014
"After the rain stopped, the streets were quiet and still.",1.0,0,169,90,0.5325,0.5325,0.8869,0.994,5.8972,15.36,0.0,0.0202,0.4125,0.018
"After the rain stopped, the streets were quiet and still.",1.0,1,165,95,0.5758,0.5758,0.9451,0.9939,6.2256,12.69,0.0,0.043,0.2875,0.019
"After the rain stopped, the streets were quiet and still.",1.0,2,163,87,0.5337,0.5337,0.9321,0.9876,5.8903,12.54,0.0,0.0386,0.3875,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,3,135,88,0.6519,0.6519,0.9552,1.0,5.8687,12.27,0.0,0.0336,0.2875,0.0176
"After the rain stopped, the streets were quiet and still.",1.0,4,155,88,0.5677,0.5677,0.9481,1.0,6.0109,11.92,0.0,0.0372,0.225,0.0176
He opened the book to a random page and began to read.,0.8,0,168,87,0.5179,0.5179,0.8982,0.9819,5.9683,12.0,0.0,0.0558,0.475,0.0174
He opened the book to a random page and began to read.,0.8,1,130,73,0.5615,0.5615,0.9147,0.9922,5.6004,6.19,0.0,0.049,0.2875,0.0146
He opened the book to a random page and began to read.,0.8,2,180,85,0.4722,0.4722,0.8492,0.9663,5.8221,16.36,0.0,0.0298,0.45,0.017
He opened the book to a random page and began to read.,0.8,3,86,57,0.6628,0.6628,0.9647,1.0,5.3983,7.82,0.0,0.0683,0.2875,0.0114
He opened the book to a random page and began to read.,0.8,4,125,71,0.568,0.568,0.8952,0.9919,5.5002,9.62,0.0,0.0391,0.2875,0.0142
He opened the book to a random page and began to read.,1.0,0,164,91,0.5549,0.5549,0.9448,0.9938,6.2029,10.25,0.0,0.0408,0.2875,0.0182
He opened the book to a random page and began to read.,1.0,1,172,80,0.4651,0.4651,0.8947,0.9882,5.8299,12.29,0.0,0.0384,0.45,0.016
He opened the book to a random page and began to read.,1.0,2,165,91,0.5515,0.5515,0.9268,0.9939,6.004,12.69,0.0,0.0398,0.325,0.0182
He opened the book to a random page and began to read.,1.0,3,112,78,0.6964,0.6964,0.982,1.0,5.9925,7.0,0.0,0.0611,0.225,0.0156
He opened the book to a random page and began to read.,1.0,4,163,87,0.5337,0.5337,0.9259,0.9938,5.9112,10.19,0.0,0.0398,0.3875,0.0174
The envoy arrived at dawn with gifts from the northern court,0.8,0,169,72,0.426,0.426,0.8393,0.976,5.4519,10.56,0.0,0.0444,0.7,0.0144
The envoy arrived at dawn with gifts from the northern court,0.8,1,124,66,0.5323,0.5323,0.8537,0.9918,5.1325,12.4,0.0,0.0354,0.6,0.0132
The envoy arrived at dawn with gifts from the northern court,0.8,2,128,71,0.5547,0.5547,0.9134,1.0,5.42,16.0,0.0,0.0371,0.475,0.0142
The envoy arrived at dawn with gifts from the northern court,0.8,3,139,75,0.5396,0.5396,0.8986,0.9854,5.4676,15.44,0.0,0.043,0.35,0.015
The envoy arrived at dawn with gifts from the northern court,0.8,4,111,61,0.5495,0.5495,0.9182,1.0,5.169,15.86,0.0,0.0389,0.2875,0.0122
The envoy arrived at dawn with gifts from the northern court,1.0,0,127,85,0.6693,0.6693,0.9603,1.0,6.021,9.07,0.0,0.0465,0.225,0.017
The envoy arrived at dawn with gifts from the northern court,1.0,1,105,69,0.6571,0.6571,0.9615,1.0,5.6527,10.5,0.0,0.0419,0.225,0.0138
The envoy arrived at dawn with gifts from the northern court,1.0,2,144,79,0.5486,0.5486,0.8741,0.9859,5.6207,13.09,0.0,0.0378,0.5375,0.0158
The envoy arrived at dawn with gifts from the northern court,1.0,3,85,66,0.7765,0.7765,0.9881,1.0,5.8032,4.72,0.0,0.0675,0.225,0.0132
The envoy arrived at dawn with gifts from the northern court,1.0,4,165,84,0.5091,0.5091,0.9146,1.0,5.9216,27.5,0.0,0.0215,0.3875,0.0168
