prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,124,70,0.5645,0.5645,0.9024,0.9836,5.5058,10.33,0.0,0.0363,0.35,0.014
The city had changed since the last time she visited.,0.8,1,69,55,0.7971,0.7971,0.9853,1.0,5.6395,3.45,0.0,0.1062,0.225,0.011
The city had changed since the last time she visited.,0.8,2,175,81,0.4629,0.4629,0.8506,0.9711,5.7045,19.44,0.0,0.0388,0.6,0.0162
The city had changed since the last time she visited.,0.8,3,59,31,0.5254,0.5254,0.9138,1.0,4.3898,5.36,0.0,0.1139,0.3875,0.0062
The city had changed since the last time she visited.,0.8,4,137,78,0.5693,0.5693,0.9338,1.0,5.5883,13.7,0.0,0.035,0.2875,0.0156
The city had changed since the last time she visited.,1.0,0,127,81,0.6378,0.6378,0.9603,0.984,6.0476,11.55,0.0,0.0355,0.2875,0.0162
The city had changed since the last time she visited.,1.0,1,149,79,0.5302,0.5302,0.9122,0.9796,5.7129,14.9,0.0,0.0384,0.35,0.0158
The city had changed since the last time she visited.,1.0,2,141,81,0.5745,0.5745,0.9643,1.0,5.8954,11.75,0.0,0.046,0.2875,0.0162
The city had changed since the last time she visited.,1.0,3,113,83,0.7345,0.7345,0.9821,1.0,6.1231,10.27,0.0,0.0453,0.2875,0.0166
The city had changed since the last time she visited.,1.0,4,117,74,0.6325,0.6325,0.9655,1.0,5.598,6.88,0.0,0.0465,0.325,0.0148
"After the rain stopped, the streets were quiet and still.",0.8,0,182,81,0.4451,0.4451,0.8895,0.9944,5.8664,16.55,0.0,0.0448,0.35,0.0162
"After the rain stopped, the streets were quiet and still.",0.8,1,156,81,0.5192,0.5192,0.8968,0.987,5.7547,17.33,0.0,0.0307,0.2875,0.0162
"After the rain stopped, the streets were quiet and still.",0.8,2,116,81,0.6983,0.6983,0.9652,1.0,5.8807,6.44,0.0,0.0503,0.2875,0.0162
"After the rain stopped, the streets were quiet and still.",0.8,3,135,64,0.4741,0.4741,0.806,0.9549,5.2594,7.11,0.0,0.0518,0.5125,0.0128
"After the rain stopped, the streets were quiet and still.",0.8,4,110,79,0.7182,0.7182,0.9817,1.0,5.7936,7.33,0.0,0.0558,0.225,0.0158
"After the rain stopped, the streets were quiet and still.",1.0,0,166,84,0.506,0.506,0.8485,0.9817,5.8132,18.44,0.0,0.0307,0.35,0.0168
"After the rain stopped, the streets were quiet and still.",1.0,1,158,81,0.5127,0.5127,0.8535,0.9615,5.4691,15.8,0.0,0.0277,0.35,0.0162
"After the rain stopped, the streets were quiet and still.",1.0,2,154,91,0.5909,0.5909,0.9542,0.9934,6.0133,10.27,0.0,0.0472,0.35,0.0182
"After the rain stopped, the streets were quiet and still.",1.0,3,176,84,0.4773,0.4773,0.9143,0.9943,5.8666,16.0,0.0,0.0368,0.3875,0.0168
"After the rain stopped, the streets were quiet and still.",1.0,4,173,102,0.5896,0.5896,0.9477,1.0,6.0921,15.73,0.0,0.0289,0.2875,0.0204
He opened the book to a random page and began to read.,0.8,0,175,82,0.4686,0.4686,0.8851,0.9827,5.7894,14.58,0.0,0.0472,0.575,0.0164
He opened the book to a random page and began to read.,0.8,1,158,77,0.4873,0.4873,0.8344,0.9551,5.6977,14.36,0.0,0.0507,0.4125,0.0154
He opened the book to a random page and began to read.,0.8,2,183,60,0.3279,0.3279,0.7308,0.9337,5.0864,18.3,0.0,0.0384,0.6375,0.012
He opened the book to a random page and began to read.,0.8,3,171,81,0.4737,0.4737,0.8588,0.9763,5.8336,10.06,0.0,0.037,0.45,0.0162
He opened the book to a random page and began to read.,0.8,4,165,87,0.5273,0.5273,0.8963,0.9755,6.0062,11.79,0.0,0.0389,0.2875,0.0174
He opened the book to a random page and began to read.,1.0,0,174,96,0.5517,0.5517,0.9075,0.9884,6.0944,11.6,0.0,0.0314,0.35,0.0192
