prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,110,68,0.6182,0.6182,0.9174,0.9907,5.5723,7.33,0.0,0.0616,0.45,0.0136
The city had changed since the last time she visited.,0.8,1,143,69,0.4825,0.4825,0.8592,0.9787,5.4157,7.94,0.0,0.0439,0.4125,0.0138
The city had changed since the last time she visited.,0.8,2,173,64,0.3699,0.3699,0.8023,0.9766,5.1666,43.25,0.0,0.0232,0.6375,0.0128
The city had changed since the last time she visited.,0.8,3,150,78,0.52,0.52,0.8926,0.9932,5.7323,12.5,0.0,0.0454,0.35,0.0156
The city had changed since the last time she visited.,0.8,4,144,80,0.5556,0.5556,0.9021,0.9789,5.7177,14.4,0.0,0.0329,0.2875,0.016
The city had changed since the last time she visited.,1.0,0,168,88,0.5238,0.5238,0.9162,0.988,5.9519,16.8,0.0,0.0366,0.3875,0.0176
The city had changed since the last time she visited.,1.0,1,172,84,0.4884,0.4884,0.9474,1.0,5.8677,12.29,0.0,0.0352,0.3875,0.0168
The city had changed since the last time she visited.,1.0,2,155,81,0.5226,0.5226,0.9156,1.0,5.7531,11.07,0.0,0.0304,0.3875,0.0162
The city had changed since the last time she visited.,1.0,3,140,73,0.5214,0.5214,0.9281,1.0,5.5903,11.67,0.0,0.0372,0.3875,0.0146
The city had changed since the last time she visited.,1.0,4,155,91,0.5871,0.5871,0.9545,0.9935,6.1568,19.38,0.0,0.0406,0.2875,0.0182
"After the rain stopped, the streets were quiet and still.",0.8,0,169,86,0.5089,0.5089,0.8869,0.976,5.9982,18.78,0.0,0.0327,0.2875,0.0172
"After the rain stopped, the streets were quiet and still.",0.8,1,154,86,0.5584,0.5584,0.8824,0.9737,5.7211,11.0,0.0,0.0461,0.475,0.0172
"After the rain stopped, the streets were quiet and still.",0.8,2,168,79,0.4702,0.4702,0.8383,0.9639,5.7509,18.67,0.0,0.0342,0.35,0.0158
"After the rain stopped, the streets were quiet and still.",0.8,3,117,73,0.6239,0.6239,0.931,0.9913,5.5834,5.57,0.0,0.0524,0.2875,0.0146
"After the rain stopped, the streets were quiet and still.",0.8,4,84,52,0.619,0.619,0.988,1.0,5.3027,2.8,0.0,0.125,0.325,0.0104
"After the rain stopped, the streets were quiet and still.",1.0,0,149,86,0.5772,0.5772,0.9392,0.9864,5.9423,11.46,0.0,0.0332,0.2875,0.0172
"After the rain stopped, the streets were quiet and still.",1.0,1,156,99,0.6346,0.6346,0.9935,1.0,6.2388,8.21,0.0,0.0369,0.225,0.0198
"After the rain stopped, the streets were quiet and still.",1.0,2,117,80,0.6838,0.6838,0.9397,1.0,5.8022,11.7,0.0,0.045,0.35,0.016
"After the rain stopped, the streets were quiet and still.",1.0,3,143,93,0.6503,0.6503,0.9577,0.9858,6.1143,10.21,0.0,0.0376,0.225,0.0186
"After the rain stopped, the streets were quiet and still.",1.0,4,117,76,0.6496,0.6496,0.9397,1.0,5.7271,7.31,0.0,0.0397,0.35,0.0152
He opened the book to a random page and began to read.,0.8,0,154,85,0.5519,0.5519,0.9216,0.9934,5.8608,8.56,0.0,0.0509,0.3875,0.017
He opened the book to a random page and began to read.,0.8,1,165,90,0.5455,0.5455,0.8902,0.9755,5.9805,12.69,0.0,0.0314,0.2875,0.018
He opened the book to a random page and began to read.,0.8,2,160,83,0.5188,0.5188,0.9308,0.9937,5.9566,10.67,0.0,0.0698,0.35,0.0166
He opened the book to a random page and began to read.,0.8,3,147,81,0.551,0.551,0.911,0.9862,5.7073,8.65,0.0,0.0581,0.45,0.0162
He opened the book to a random page and began to read.,0.8,4,170,76,0.4471,0.4471,0.8935,0.994,5.6506,15.45,0.0,0.0456,0.45,0.0152
He opened the book to a random page and began to read.,1.0,0,158,86,0.5443,0.5443,0.9108,0.9744,6.0336,9.88,0.0,0.0461,0.325,0.0172
He opened the book to a random page and began to read.,1.0,1,114,80,0.7018,0.7018,0.9735,1.0,5.8677,10.36,0.0,0.0561,0.225,0.016
He opened the book to a random page and began to read.,1.0,2,158,81,0.5127,0.5127,0.9236,0.9936,5.9179,12.15,0.0,0.05,0.45,0.0162
He opened the book to a random page and began to read.,1.0,3,105,78,0.7429,0.7429,1.0,1.0,6.0602,5.83,0.0,0.0697,0.1625,0.0156
He opened the book to a random page and began to read.,1.0,4,173,88,0.5087,0.5087,0.8837,0.9766,5.8597,14.42,0.0,0.0248,0.575,0.0176
The envoy arrived at dawn with gifts from the northern court,0.8,0,132,76,0.5758,0.5758,0.9237,0.9846,5.6539,10.15,0.0,0.0405,0.35,0.0152
