prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,168,73,0.4345,0.4345,0.7964,0.9819,5.1542,18.67,0.0,0.0242,0.6,0.0146
The city had changed since the last time she visited.,0.8,1,151,72,0.4768,0.4768,0.8333,0.9732,5.222,11.62,0.0,0.0358,0.6375,0.0144
The city had changed since the last time she visited.,0.8,2,79,64,0.8101,0.8101,1.0,1.0,5.8701,6.58,0.0,0.067,0.1625,0.0128
The city had changed since the last time she visited.,0.8,3,164,78,0.4756,0.4756,0.8282,0.9691,5.5199,18.22,0.0,0.0266,0.4125,0.0156
The city had changed since the last time she visited.,0.8,4,133,69,0.5188,0.5188,0.9091,1.0,5.4704,9.5,0.0,0.0472,0.3875,0.0138
The city had changed since the last time she visited.,1.0,0,109,82,0.7523,0.7523,0.9815,1.0,5.9813,12.11,0.0,0.0385,0.225,0.0164
The city had changed since the last time she visited.,1.0,1,162,84,0.5185,0.5185,0.8882,0.9875,5.8094,16.2,0.0,0.0307,0.4125,0.0168
The city had changed since the last time she visited.,1.0,2,122,79,0.6475,0.6475,0.9917,1.0,5.8956,8.71,0.0,0.0474,0.325,0.0158
The city had changed since the last time she visited.,1.0,3,102,78,0.7647,0.7647,1.0,1.0,6.0548,7.85,0.0,0.0491,0.1625,0.0156
The city had changed since the last time she visited.,1.0,4,154,89,0.5779,0.5779,0.9412,1.0,5.9178,17.11,0.0,0.0417,0.2875,0.0178
"After the rain stopped, the streets were quiet and still.",0.8,0,173,73,0.422,0.422,0.7791,0.9649,5.253,13.31,0.0,0.0257,0.6,0.0146
"After the rain stopped, the streets were quiet and still.",0.8,1,163,79,0.4847,0.4847,0.7778,0.9565,5.2634,13.58,0.0,0.0366,0.4125,0.0158
"After the rain stopped, the streets were quiet and still.",0.8,2,167,81,0.485,0.485,0.8193,0.9636,5.6512,12.85,0.0,0.0272,0.5375,0.0162
"After the rain stopped, the streets were quiet and still.",0.8,3,177,88,0.4972,0.4972,0.8466,0.96,5.874,16.09,0.0,0.0265,0.4125,0.0176
"After the rain stopped, the streets were quiet and still.",0.8,4,158,87,0.5506,0.5506,0.8981,0.9936,5.6661,12.15,0.0,0.0272,0.6,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,0,169,81,0.4793,0.4793,0.8571,0.982,5.6189,11.27,0.0,0.0309,0.4125,0.0162
"After the rain stopped, the streets were quiet and still.",1.0,1,166,88,0.5301,0.5301,0.8909,0.9756,6.0493,12.77,0.0,0.0303,0.35,0.0176
"After the rain stopped, the streets were quiet and still.",1.0,2,174,94,0.5402,0.5402,0.9364,0.9942,6.0884,17.4,0.0,0.0302,0.3875,0.0188
"After the rain stopped, the streets were quiet and still.",1.0,3,146,90,0.6164,0.6164,0.9241,0.9931,5.942,10.43,0.0,0.0363,0.3875,0.018
"After the rain stopped, the streets were quiet and still.",1.0,4,171,86,0.5029,0.5029,0.8941,0.9941,5.9454,10.69,0.0,0.0493,0.575,0.0172
He opened the book to a random page and began to read.,0.8,0,111,70,0.6306,0.6306,0.9636,1.0,5.6915,12.33,0.0,0.0501,0.225,0.014
He opened the book to a random page and began to read.,0.8,1,115,64,0.5565,0.5565,0.886,0.9912,4.964,16.43,0.0,0.0441,0.6,0.0128
He opened the book to a random page and began to read.,0.8,2,159,93,0.5849,0.5849,0.9051,0.9809,6.094,12.23,0.0,0.0462,0.2875,0.0186
He opened the book to a random page and began to read.,0.8,3,157,82,0.5223,0.5223,0.8846,0.9871,5.7941,14.27,0.0,0.0434,0.4125,0.0164
He opened the book to a random page and began to read.,0.8,4,166,82,0.494,0.494,0.8727,0.9756,5.8,23.71,0.0,0.0364,0.45,0.0164
He opened the book to a random page and began to read.,1.0,0,154,98,0.6364,0.6364,0.9477,1.0,6.1847,11.0,0.0,0.041,0.35,0.0196
He opened the book to a random page and began to read.,1.0,1,101,78,0.7723,0.7723,0.98,1.0,6.0975,9.18,0.0,0.0581,0.225,0.0156
He opened the book to a random page and began to read.,1.0,2,170,95,0.5588,0.5588,0.929,0.9881,6.133,10.62,0.0,0.043,0.225,0.019
He opened the book to a random page and began to read.,1.0,3,160,84,0.525,0.525,0.9119,0.9937,5.9091,12.31,0.0,0.0433,0.35,0.0168
He opened the book to a random page and began to read.,1.0,4,112,73,0.6518,0.6518,0.955,1.0,5.8608,7.0,0.0,0.0543,0.225,0.0146
The envoy arrived at dawn with gifts from the northern court,0.8,0,117,75,0.641,0.641,0.9397,0.9913,5.6602,14.62,0.0,0.0383,0.4125,0.015
The envoy arrived at dawn with gifts from the northern court,0.8,1,113,63,0.5575,0.5575,0.8839,1.0,4.9408,16.14,0.0,0.0378,0.5375,0.0126
The envoy arrived at dawn with gifts from the northern court,0.8,2,154,78,0.5065,0.5065,0.8627,0.9803,5.3989,17.11,0.0,0.0276,0.6,0.0156
The envoy arrived at dawn with gifts from the northern court,0.8,3,142,76,0.5352,0.5352,0.8794,0.9929,5.3623,10.92,0.0,0.0297,0.4125,0.0152
The envoy arrived at dawn with gifts from the northern court,0.8,4,165,84,0.5091,0.5091,0.8476,0.9877,5.714,15.0,0.0,0.031,0.475,0.0168
The envoy arrived at dawn with gifts from the northern court,1.0,0,134,90,0.6716,0.6716,0.9474,1.0,5.9431,13.4,0.0,0.025,0.35,0.018
The envoy arrived at dawn with gifts from the northern court,1.0,1,139,80,0.5755,0.5755,0.913,1.0,5.7172,10.69,0.0,0.0413,0.45,0.016
The envoy arrived at dawn with gifts from the northern court,1.0,2,106,65,0.6132,0.6132,0.9143,1.0,5.398,8.83,0.0,0.051,0.4125,0.013
The envoy arrived at dawn with gifts from the northern court,1.0,3,140,82,0.5857,0.5857,0.9281,0.9928,5.791,11.67,0.0,0.0367,0.2875,0.0164
The envoy arrived at dawn with gifts from the northern court,1.0,4,137,70,0.5109,0.5109,0.8382,0.9778,5.2678,11.42,0.0,0.0336,0.5375,0.014
The minister bowed and said the neighboring state was weak.,0.8,0,157,66,0.4204,0.4204,0.8013,0.9742,5.1713,19.62,0.0,0.0372,0.5375,0.0132
The minister bowed and said the neighboring state was weak.,0.8,1,159,75,0.4717,0.4717,0.8418,0.9618,5.4455,17.67,0.0,0.0317,0.4125,0.015
The minister bowed and said the neighboring state was weak.,0.8,2,130,83,0.6385,0.6385,0.9457,1.0,5.6613,10.83,0.0,0.0243,0.2875,0.0166
The minister bowed and said the neighboring state was weak.,0.8,3,162,76,0.4691,0.4691,0.8199,0.9812,5.3984,18.0,0.0,0.0272,0.6,0.0152
The minister bowed and said the neighboring state was weak.,0.8,4,107,66,0.6168,0.6168,0.9623,1.0,5.4148,8.92,0.0,0.0464,0.2875,0.0132
The minister bowed and said the neighboring state was weak.,1.0,0,169,89,0.5266,0.5266,0.8869,0.982,5.954,11.27,0.0,0.0324,0.35,0.0178
The minister bowed and said the neighboring state was weak.,1.0,1,140,86,0.6143,0.6143,0.9568,0.9928,6.0429,10.77,0.0,0.0419,0.225,0.0172
The minister bowed and said the neighboring state was weak.,1.0,2,129,86,0.6667,0.6667,0.9688,1.0,6.0048,18.43,0.0,0.0357,0.225,0.0172
The minister bowed and said the neighboring state was weak.,1.0,3,166,98,0.5904,0.5904,0.9333,0.9878,6.1532,20.75,0.0,0.0207,0.2875,0.0196
The minister bowed and said the neighboring state was weak.,1.0,4,148,83,0.5608,0.5608,0.9116,1.0,5.7584,14.8,0.0,0.0262,0.475,0.0166
"In the third year of famine, the granaries stood nearly empt",0.8,0,124,68,0.5484,0.5484,0.8862,1.0,5.2097,20.67,0.0,0.0386,0.35,0.0136
"In the third year of famine, the granaries stood nearly empt",0.8,1,116,68,0.5862,0.5862,0.913,1.0,5.2965,14.5,0.0,0.0326,0.4125,0.0136
"In the third year of famine, the granaries stood nearly empt",0.8,2,113,68,0.6018,0.6018,0.9464,1.0,5.3646,12.56,0.0,0.0411,0.35,0.0136
"In the third year of famine, the granaries stood nearly empt",0.8,3,171,92,0.538,0.538,0.9,0.9941,5.9557,17.1,0.0,0.0304,0.35,0.0184
"In the third year of famine, the granaries stood nearly empt",0.8,4,100,64,0.64,0.64,0.9495,1.0,5.4191,16.67,0.0,0.0535,0.4125,0.0128
"In the third year of famine, the granaries stood nearly empt",1.0,0,90,61,0.6778,0.6778,0.9775,1.0,5.4259,15.0,0.0,0.0573,0.2875,0.0122
"In the third year of famine, the granaries stood nearly empt",1.0,1,85,55,0.6471,0.6471,0.9286,1.0,5.2198,8.5,0.0,0.0483,0.2875,0.011
"In the third year of famine, the granaries stood nearly empt",1.0,2,87,59,0.6782,0.6782,0.9767,1.0,5.5274,12.43,0.0,0.0725,0.325,0.0118
"In the third year of famine, the granaries stood nearly empt",1.0,3,165,96,0.5818,0.5818,0.9146,0.9939,5.9951,18.33,0.0,0.0212,0.2875,0.0192
"In the third year of famine, the granaries stood nearly empt",1.0,4,159,88,0.5535,0.5535,0.8861,1.0,5.9732,13.25,0.0,0.0261,0.35,0.0176
The emperor summoned his advisors to discuss the border thre,0.8,0,116,73,0.6293,0.6293,0.9304,1.0,5.5702,23.2,0.0,0.0366,0.35,0.0146
The emperor summoned his advisors to discuss the border thre,0.8,1,137,84,0.6131,0.6131,0.9191,0.9926,5.7856,13.7,0.0,0.035,0.5375,0.0168
The emperor summoned his advisors to discuss the border thre,0.8,2,125,74,0.592,0.592,0.9113,1.0,5.5726,10.42,0.0,0.0379,0.35,0.0148
The emperor summoned his advisors to discuss the border thre,0.8,3,124,68,0.5484,0.5484,0.9106,1.0,5.2718,11.27,0.0,0.0443,0.5375,0.0136
The emperor summoned his advisors to discuss the border thre,0.8,4,121,70,0.5785,0.5785,0.9,0.9832,5.4783,9.31,0.0,0.0462,0.35,0.014
The emperor summoned his advisors to discuss the border thre,1.0,0,148,93,0.6284,0.6284,0.9252,0.9932,5.917,24.67,0.0,0.0295,0.35,0.0186
The emperor summoned his advisors to discuss the border thre,1.0,1,142,89,0.6268,0.6268,0.922,0.9929,5.9508,11.83,0.0,0.0307,0.35,0.0178
The emperor summoned his advisors to discuss the border thre,1.0,2,165,97,0.5879,0.5879,0.939,1.0,6.0038,13.75,0.0,0.0256,0.35,0.0194
The emperor summoned his advisors to discuss the border thre,1.0,3,163,90,0.5521,0.5521,0.8704,0.9876,5.8157,18.11,0.0,0.0296,0.5375,0.018
The emperor summoned his advisors to discuss the border thre,1.0,4,153,86,0.5621,0.5621,0.9211,1.0,5.8387,13.91,0.0,0.0319,0.475,0.0172
The ruler asked whether it was better to submit or resist.,0.8,0,154,83,0.539,0.539,0.8562,0.9803,5.7247,14.0,0.0,0.0378,0.35,0.0166
The ruler asked whether it was better to submit or resist.,0.8,1,177,85,0.4802,0.4802,0.8466,0.9486,5.7173,17.7,0.0,0.0247,0.6,0.017
The ruler asked whether it was better to submit or resist.,0.8,2,172,77,0.4477,0.4477,0.8655,0.9765,5.6777,14.33,0.0,0.0398,0.4125,0.0154
The ruler asked whether it was better to submit or resist.,0.8,3,171,80,0.4678,0.4678,0.8941,1.0,5.8117,13.15,0.0,0.0368,0.2875,0.016
The ruler asked whether it was better to submit or resist.,0.8,4,168,81,0.4821,0.4821,0.8443,0.9819,5.7822,21.0,0.0,0.0374,0.2875,0.0162
The ruler asked whether it was better to submit or resist.,1.0,0,153,95,0.6209,0.6209,0.9605,1.0,6.0598,10.93,0.0,0.0367,0.225,0.019
The ruler asked whether it was better to submit or resist.,1.0,1,174,94,0.5402,0.5402,0.9422,0.9942,6.0468,17.4,0.0,0.0279,0.2875,0.0188
The ruler asked whether it was better to submit or resist.,1.0,2,150,97,0.6467,0.6467,0.9732,1.0,6.1676,10.0,0.0,0.033,0.2875,0.0194
The ruler asked whether it was better to submit or resist.,1.0,3,170,93,0.5471,0.5471,0.9172,0.994,5.9703,17.0,0.0,0.0326,0.45,0.0186
The ruler asked whether it was better to submit or resist.,1.0,4,153,88,0.5752,0.5752,0.9539,1.0,5.9279,9.56,0.0,0.0314,0.35,0.0176
The general surveyed the battlefield and considered his opti,0.8,0,178,83,0.4663,0.4663,0.8701,0.9773,5.8503,22.25,0.0,0.0271,0.4125,0.0166
The general surveyed the battlefield and considered his opti,0.8,1,116,72,0.6207,0.6207,0.9304,1.0,5.6749,9.67,0.0,0.041,0.5375,0.0144
The general surveyed the battlefield and considered his opti,0.8,2,135,79,0.5852,0.5852,0.9104,1.0,5.6928,9.64,0.0,0.0285,0.35,0.0158
The general surveyed the battlefield and considered his opti,0.8,3,142,74,0.5211,0.5211,0.9007,0.9857,5.5358,14.2,0.0,0.0361,0.475,0.0148
The general surveyed the battlefield and considered his opti,0.8,4,146,72,0.4932,0.4932,0.8414,0.9861,5.3969,8.59,0.0,0.0361,0.4125,0.0144
