prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,139,69,0.4964,0.4964,0.8841,1.0,5.3056,10.69,0.0,0.0419,0.4125,0.0138
The city had changed since the last time she visited.,0.8,1,93,64,0.6882,0.6882,0.9783,1.0,5.6463,4.65,0.0,0.0863,0.325,0.0128
The city had changed since the last time she visited.,0.8,2,157,82,0.5223,0.5223,0.8846,0.9871,5.7084,10.47,0.0,0.0352,0.5125,0.0164
The city had changed since the last time she visited.,0.8,3,115,68,0.5913,0.5913,0.9386,1.0,5.4061,6.76,0.0,0.0509,0.45,0.0136
The city had changed since the last time she visited.,0.8,4,166,67,0.4036,0.4036,0.8485,0.9878,5.2159,20.75,0.0,0.025,0.575,0.0134
The city had changed since the last time she visited.,1.0,0,147,91,0.619,0.619,0.9384,1.0,6.0044,12.25,0.0,0.0397,0.2875,0.0182
The city had changed since the last time she visited.,1.0,1,156,81,0.5192,0.5192,0.9097,1.0,5.6905,31.2,0.0,0.0358,0.5125,0.0162
The city had changed since the last time she visited.,1.0,2,120,73,0.6083,0.6083,0.958,1.0,5.8733,7.06,0.0,0.0535,0.325,0.0146
The city had changed since the last time she visited.,1.0,3,131,80,0.6107,0.6107,0.9538,1.0,5.8685,10.92,0.0,0.0468,0.225,0.016
The city had changed since the last time she visited.,1.0,4,144,82,0.5694,0.5694,0.8951,0.993,5.5995,11.08,0.0,0.0329,0.5125,0.0164
"After the rain stopped, the streets were quiet and still.",0.8,0,162,81,0.5,0.5,0.8509,0.9812,5.6387,12.46,0.0,0.037,0.4125,0.0162
"After the rain stopped, the streets were quiet and still.",0.8,1,136,62,0.4559,0.4559,0.8222,0.9701,5.0013,6.48,0.0,0.0506,0.6,0.0124
"After the rain stopped, the streets were quiet and still.",0.8,2,160,74,0.4625,0.4625,0.8113,0.962,5.4596,8.42,0.0,0.0359,0.6,0.0148
