prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,118,72,0.6102,0.6102,0.9402,1.0,5.5178,9.83,0.0,0.0549,0.35,0.0144
The city had changed since the last time she visited.,0.8,1,94,70,0.7447,0.7447,0.9892,1.0,5.8948,5.22,0.0,0.0779,0.225,0.014
The city had changed since the last time she visited.,0.8,2,121,62,0.5124,0.5124,0.9167,1.0,5.215,20.17,0.0,0.0506,0.35,0.0124
The city had changed since the last time she visited.,0.8,3,165,58,0.3515,0.3515,0.7744,0.9387,4.886,15.0,0.0,0.0328,0.8,0.0116
The city had changed since the last time she visited.,0.8,4,121,66,0.5455,0.5455,0.925,0.9916,5.5288,11.0,0.0,0.0494,0.35,0.0132
The city had changed since the last time she visited.,1.0,0,154,75,0.487,0.487,0.8758,0.9803,5.6773,12.83,0.0,0.0382,0.4125,0.015
The city had changed since the last time she visited.,1.0,1,129,76,0.5891,0.5891,0.9375,0.9843,5.7064,9.21,0.0,0.0406,0.2875,0.0152
The city had changed since the last time she visited.,1.0,2,173,95,0.5491,0.5491,0.9419,0.9942,6.0859,14.42,0.0,0.025,0.4125,0.019
The city had changed since the last time she visited.,1.0,3,79,60,0.7595,0.7595,0.9615,1.0,5.6882,5.27,0.0,0.0487,0.2875,0.012
The city had changed since the last time she visited.,1.0,4,161,78,0.4845,0.4845,0.9125,1.0,5.5712,14.64,0.0,0.0413,0.325,0.0156
"After the rain stopped, the streets were quiet and still.",0.8,0,101,62,0.6139,0.6139,0.95,0.9899,5.3949,9.18,0.0,0.0707,0.2875,0.0124
"After the rain stopped, the streets were quiet and still.",0.8,1,146,78,0.5342,0.5342,0.9103,0.9931,5.7712,11.23,0.0,0.0427,0.35,0.0156
"After the rain stopped, the streets were quiet and still.",0.8,2,94,68,0.7234,0.7234,0.9785,1.0,5.7192,5.22,0.0,0.0784,0.225,0.0136
"After the rain stopped, the streets were quiet and still.",0.8,3,161,82,0.5093,0.5093,0.8625,0.9811,5.6797,12.38,0.0,0.0285,0.35,0.0164
