prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,58,30,0.5172,0.5172,0.9298,1.0,4.4686,3.62,0.0,0.0894,0.325,0.006
The city had changed since the last time she visited.,0.8,1,105,65,0.619,0.619,0.9519,1.0,5.4243,4.77,0.0,0.0652,0.35,0.013
The city had changed since the last time she visited.,0.8,2,165,63,0.3818,0.3818,0.6707,0.8957,4.8324,18.33,0.0,0.0215,0.6,0.0126
The city had changed since the last time she visited.,0.8,3,75,53,0.7067,0.7067,0.9595,1.0,5.462,8.33,0.0,0.0323,0.325,0.0106
The city had changed since the last time she visited.,0.8,4,93,63,0.6774,0.6774,0.9891,1.0,5.663,4.43,0.0,0.0689,0.325,0.0126
The city had changed since the last time she visited.,1.0,0,88,60,0.6818,0.6818,0.954,1.0,5.7064,4.19,0.0,0.0822,0.225,0.012
The city had changed since the last time she visited.,1.0,1,150,90,0.6,0.6,0.9463,1.0,6.1116,11.54,0.0,0.0342,0.45,0.018
The city had changed since the last time she visited.,1.0,2,106,73,0.6887,0.6887,0.9619,1.0,5.7633,21.2,0.0,0.0288,0.225,0.0146
The city had changed since the last time she visited.,1.0,3,133,79,0.594,0.594,0.9621,1.0,5.688,11.08,0.0,0.0277,0.225,0.0158
The city had changed since the last time she visited.,1.0,4,101,74,0.7327,0.7327,0.99,1.0,5.906,7.21,0.0,0.0336,0.325,0.0148
"After the rain stopped, the streets were quiet and still.",0.8,0,155,83,0.5355,0.5355,0.8506,0.9804,5.6942,15.5,0.0,0.0249,0.5375,0.0166
"After the rain stopped, the streets were quiet and still.",0.8,1,174,89,0.5115,0.5115,0.8671,0.9709,5.8197,13.38,0.0,0.0278,0.35,0.0178
"After the rain stopped, the streets were quiet and still.",0.8,2,135,69,0.5111,0.5111,0.8507,0.985,5.2415,10.38,0.0,0.0329,0.35,0.0138
"After the rain stopped, the streets were quiet and still.",0.8,3,94,60,0.6383,0.6383,0.9462,1.0,5.4179,3.03,0.0,0.0902,0.4875,0.012
"After the rain stopped, the streets were quiet and still.",0.8,4,151,83,0.5497,0.5497,0.8533,0.9866,5.6133,10.07,0.0,0.0389,0.6375,0.0166
"After the rain stopped, the streets were quiet and still.",1.0,0,110,73,0.6636,0.6636,0.9358,1.0,5.5659,9.17,0.0,0.0403,0.35,0.0146
"After the rain stopped, the streets were quiet and still.",1.0,1,142,84,0.5915,0.5915,0.9149,1.0,5.7299,9.47,0.0,0.0394,0.2875,0.0168
"After the rain stopped, the streets were quiet and still.",1.0,2,161,87,0.5404,0.5404,0.8875,1.0,5.6729,10.73,0.0,0.0345,0.475,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,3,147,80,0.5442,0.5442,0.8904,0.9793,5.7158,13.36,0.0,0.0321,0.475,0.016
"After the rain stopped, the streets were quiet and still.",1.0,4,118,77,0.6525,0.6525,0.9573,0.9914,5.8349,7.87,0.0,0.0537,0.2875,0.0154
He opened the book to a random page and began to read.,0.8,0,170,83,0.4882,0.4882,0.9112,0.9762,5.8763,10.62,0.0,0.0401,0.2875,0.0166
He opened the book to a random page and began to read.,0.8,1,146,87,0.5959,0.5959,0.9241,0.9931,5.9091,7.68,0.0,0.033,0.35,0.0174
He opened the book to a random page and began to read.,0.8,2,189,57,0.3016,0.3016,0.6649,0.8877,4.8661,23.62,0.0,0.0453,0.7,0.0114
He opened the book to a random page and began to read.,0.8,3,79,64,0.8101,0.8101,0.9872,1.0,5.8244,8.78,0.0,0.0391,0.225,0.0128
He opened the book to a random page and began to read.,0.8,4,112,66,0.5893,0.5893,0.9459,0.9909,5.3678,9.33,0.0,0.0296,0.3875,0.0132
He opened the book to a random page and began to read.,1.0,0,74,66,0.8919,0.8919,1.0,1.0,5.9343,8.22,0.0,0.0378,0.1625,0.0132
He opened the book to a random page and began to read.,1.0,1,151,94,0.6225,0.6225,0.9733,1.0,6.1562,10.79,0.0,0.0397,0.2875,0.0188
He opened the book to a random page and began to read.,1.0,2,53,49,0.9245,0.9245,1.0,1.0,5.5392,53.0,0.0,0.0104,0.1625,0.0098
He opened the book to a random page and began to read.,1.0,3,178,89,0.5,0.5,0.9096,1.0,6.0809,12.71,0.0,0.0327,0.2875,0.0178
He opened the book to a random page and began to read.,1.0,4,106,73,0.6887,0.6887,0.9619,1.0,5.7997,15.14,0.0,0.0318,0.225,0.0146
The envoy arrived at dawn with gifts from the northern court,0.8,0,86,67,0.7791,0.7791,0.9765,1.0,5.7434,8.6,0.0,0.0418,0.2875,0.0134
The envoy arrived at dawn with gifts from the northern court,0.8,1,158,75,0.4747,0.4747,0.8025,0.9615,5.2656,14.36,0.0,0.0284,0.6,0.015
The envoy arrived at dawn with gifts from the northern court,0.8,2,87,63,0.7241,0.7241,0.9767,1.0,5.5641,9.67,0.0,0.0739,0.2875,0.0126
The envoy arrived at dawn with gifts from the northern court,0.8,3,110,64,0.5818,0.5818,0.9083,1.0,5.0595,7.33,0.0,0.0499,0.5375,0.0128
