prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,105,68,0.6476,0.6476,0.9423,1.0,5.5979,6.56,0.0,0.0696,0.35,0.0136
The city had changed since the last time she visited.,0.8,1,170,88,0.5176,0.5176,0.8994,1.0,5.8913,15.45,0.0,0.0336,0.2875,0.0176
The city had changed since the last time she visited.,0.8,2,139,72,0.518,0.518,0.9203,1.0,5.5674,11.58,0.0,0.042,0.2875,0.0144
The city had changed since the last time she visited.,0.8,3,94,62,0.6596,0.6596,0.9785,1.0,5.5833,5.22,0.0,0.0615,0.225,0.0124
The city had changed since the last time she visited.,0.8,4,132,70,0.5303,0.5303,0.9084,1.0,5.4971,14.67,0.0,0.0285,0.2875,0.014
The city had changed since the last time she visited.,1.0,0,139,79,0.5683,0.5683,0.9565,1.0,5.8477,10.69,0.0,0.0331,0.325,0.0158
The city had changed since the last time she visited.,1.0,1,140,88,0.6286,0.6286,0.9784,1.0,5.9753,8.75,0.0,0.0414,0.325,0.0176
The city had changed since the last time she visited.,1.0,2,172,97,0.564,0.564,0.924,0.9765,6.1623,14.33,0.0,0.0233,0.2875,0.0194
The city had changed since the last time she visited.,1.0,3,157,95,0.6051,0.6051,0.9551,1.0,6.1271,12.08,0.0,0.0318,0.2875,0.019
The city had changed since the last time she visited.,1.0,4,158,88,0.557,0.557,0.9363,1.0,6.0738,7.9,0.0,0.0405,0.2875,0.0176
"After the rain stopped, the streets were quiet and still.",0.8,0,170,86,0.5059,0.5059,0.8817,0.9881,5.906,14.17,0.0,0.0346,0.35,0.0172
"After the rain stopped, the streets were quiet and still.",0.8,1,88,48,0.5455,0.5455,0.954,1.0,5.081,2.1,0.0,0.1456,0.425,0.0096
"After the rain stopped, the streets were quiet and still.",0.8,2,180,82,0.4556,0.4556,0.8547,0.9831,5.7594,15.0,0.0,0.0286,0.35,0.0164
"After the rain stopped, the streets were quiet and still.",0.8,3,155,77,0.4968,0.4968,0.8896,0.9804,5.8559,15.5,0.0,0.0455,0.35,0.0154
"After the rain stopped, the streets were quiet and still.",0.8,4,109,73,0.6697,0.6697,0.9537,1.0,5.8882,5.19,0.0,0.0633,0.2875,0.0146
"After the rain stopped, the streets were quiet and still.",1.0,0,164,86,0.5244,0.5244,0.908,0.9815,6.0376,14.91,0.0,0.0387,0.2875,0.0172
"After the rain stopped, the streets were quiet and still.",1.0,1,92,69,0.75,0.75,0.989,1.0,5.8945,3.29,0.0,0.0934,0.325,0.0138
"After the rain stopped, the streets were quiet and still.",1.0,2,160,82,0.5125,0.5125,0.8868,0.9873,5.5999,13.33,0.0,0.034,0.7,0.0164
"After the rain stopped, the streets were quiet and still.",1.0,3,142,88,0.6197,0.6197,0.9291,1.0,5.8593,9.47,0.0,0.0369,0.5375,0.0176
"After the rain stopped, the streets were quiet and still.",1.0,4,108,77,0.713,0.713,0.9907,1.0,5.9849,6.0,0.0,0.0708,0.225,0.0154
He opened the book to a random page and began to read.,0.8,0,122,76,0.623,0.623,0.9339,1.0,5.5732,11.09,0.0,0.0519,0.475,0.0152
He opened the book to a random page and began to read.,0.8,1,126,71,0.5635,0.5635,0.896,0.9839,5.4913,10.5,0.0,0.0541,0.6,0.0142
He opened the book to a random page and began to read.,0.8,2,104,65,0.625,0.625,0.9515,1.0,5.4256,13.0,0.0,0.0904,0.35,0.013
He opened the book to a random page and began to read.,0.8,3,144,63,0.4375,0.4375,0.7902,0.993,5.1653,16.0,0.0,0.0469,0.475,0.0126
He opened the book to a random page and began to read.,0.8,4,132,74,0.5606,0.5606,0.916,1.0,5.6325,10.15,0.0,0.0374,0.45,0.0148
He opened the book to a random page and began to read.,1.0,0,67,52,0.7761,0.7761,1.0,1.0,5.471,6.09,0.0,0.1104,0.1625,0.0104
He opened the book to a random page and began to read.,1.0,1,92,64,0.6957,0.6957,0.956,1.0,5.6705,11.5,0.0,0.0675,0.2875,0.0128
He opened the book to a random page and began to read.,1.0,2,157,87,0.5541,0.5541,0.9231,0.9871,5.9632,8.26,0.0,0.0493,0.4125,0.0174
He opened the book to a random page and began to read.,1.0,3,122,88,0.7213,0.7213,1.0,1.0,6.1909,11.09,0.0,0.0552,0.1625,0.0176
He opened the book to a random page and began to read.,1.0,4,122,80,0.6557,0.6557,0.9587,1.0,5.9134,8.13,0.0,0.0436,0.225,0.016
The envoy arrived at dawn with gifts from the northern court,0.8,0,152,88,0.5789,0.5789,0.894,0.9867,5.6899,13.82,0.0,0.0394,0.475,0.0176
The envoy arrived at dawn with gifts from the northern court,0.8,1,102,65,0.6373,0.6373,0.9604,1.0,5.3558,12.75,0.0,0.0563,0.45,0.013
The envoy arrived at dawn with gifts from the northern court,0.8,2,133,68,0.5113,0.5113,0.8485,0.9847,5.3263,14.78,0.0,0.038,0.475,0.0136
The envoy arrived at dawn with gifts from the northern court,0.8,3,122,65,0.5328,0.5328,0.8843,1.0,5.2057,13.56,0.0,0.0519,0.4125,0.013
The envoy arrived at dawn with gifts from the northern court,0.8,4,124,68,0.5484,0.5484,0.8699,0.9754,5.3792,12.4,0.0,0.0408,0.575,0.0136
The envoy arrived at dawn with gifts from the northern court,1.0,0,106,72,0.6792,0.6792,0.9619,1.0,5.6945,11.78,0.0,0.0495,0.3875,0.0144
The envoy arrived at dawn with gifts from the northern court,1.0,1,134,84,0.6269,0.6269,0.9173,1.0,5.7975,13.4,0.0,0.0361,0.35,0.0168
The envoy arrived at dawn with gifts from the northern court,1.0,2,113,68,0.6018,0.6018,0.8839,0.982,5.4654,5.65,0.0,0.074,0.4125,0.0136
The envoy arrived at dawn with gifts from the northern court,1.0,3,104,71,0.6827,0.6827,0.9709,1.0,5.79,5.2,0.0,0.0782,0.325,0.0142
The envoy arrived at dawn with gifts from the northern court,1.0,4,97,66,0.6804,0.6804,0.9271,1.0,5.4763,13.86,0.0,0.0318,0.4125,0.0132
The minister bowed and said the neighboring state was weak.,0.8,0,136,73,0.5368,0.5368,0.8593,0.9701,5.2249,15.11,0.0,0.0388,0.7,0.0146
The minister bowed and said the neighboring state was weak.,0.8,1,162,70,0.4321,0.4321,0.7267,0.9125,5.0639,23.14,0.0,0.0207,0.6,0.014
The minister bowed and said the neighboring state was weak.,0.8,2,168,78,0.4643,0.4643,0.7964,0.9458,5.3856,12.92,0.0,0.0242,0.6,0.0156
The minister bowed and said the neighboring state was weak.,0.8,3,171,84,0.4912,0.4912,0.8529,0.9763,5.6659,13.15,0.0,0.0245,0.5375,0.0168
The minister bowed and said the neighboring state was weak.,0.8,4,139,63,0.4532,0.4532,0.8043,0.9343,5.1028,15.44,0.0,0.0415,0.6,0.0126
The minister bowed and said the neighboring state was weak.,1.0,0,124,78,0.629,0.629,0.9268,0.9918,5.8014,10.33,0.0,0.0401,0.2875,0.0156
The minister bowed and said the neighboring state was weak.,1.0,1,155,83,0.5355,0.5355,0.9091,1.0,5.8913,31.0,0.0,0.0515,0.3875,0.0166
The minister bowed and said the neighboring state was weak.,1.0,2,146,85,0.5822,0.5822,0.9586,1.0,6.0409,13.27,0.0,0.0691,0.325,0.017
The minister bowed and said the neighboring state was weak.,1.0,3,74,64,0.8649,0.8649,0.9863,1.0,5.8377,7.4,0.0,0.0582,0.225,0.0128
