prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,117,62,0.5299,0.5299,0.931,0.9913,5.1001,6.5,0.0,0.0527,0.45,0.0124
The city had changed since the last time she visited.,0.8,1,167,67,0.4012,0.4012,0.7651,0.9636,5.2545,10.44,0.0,0.0297,0.675,0.0134
The city had changed since the last time she visited.,0.8,2,115,75,0.6522,0.6522,0.9649,0.9912,5.7389,6.39,0.0,0.053,0.225,0.015
The city had changed since the last time she visited.,0.8,3,158,75,0.4747,0.4747,0.828,1.0,5.3622,19.75,0.0,0.0307,0.575,0.015
The city had changed since the last time she visited.,0.8,4,189,54,0.2857,0.2857,0.7021,0.9198,4.6143,21.0,0.0,0.0266,0.8,0.0108
The city had changed since the last time she visited.,1.0,0,161,79,0.4907,0.4907,0.8938,0.9874,5.5623,9.47,0.0,0.034,0.3875,0.0158
The city had changed since the last time she visited.,1.0,1,161,82,0.5093,0.5093,0.9125,0.9937,5.651,16.1,0.0,0.0279,0.2875,0.0164
The city had changed since the last time she visited.,1.0,2,177,81,0.4576,0.4576,0.9261,1.0,5.8296,14.75,0.0,0.0259,0.2875,0.0162
The city had changed since the last time she visited.,1.0,3,153,85,0.5556,0.5556,0.9145,1.0,5.8015,11.77,0.0,0.0367,0.2875,0.017
The city had changed since the last time she visited.,1.0,4,55,46,0.8364,0.8364,1.0,1.0,5.4404,6.11,0.0,0.0337,0.1625,0.0092
"After the rain stopped, the streets were quiet and still.",0.8,0,157,92,0.586,0.586,0.9487,1.0,6.0933,8.72,0.0,0.0369,0.2875,0.0184
"After the rain stopped, the streets were quiet and still.",0.8,1,158,72,0.4557,0.4557,0.7898,0.9423,5.4609,11.29,0.0,0.0285,0.475,0.0144
"After the rain stopped, the streets were quiet and still.",0.8,2,150,79,0.5267,0.5267,0.906,0.9932,5.5373,10.0,0.0,0.0405,0.2875,0.0158
"After the rain stopped, the streets were quiet and still.",0.8,3,148,76,0.5135,0.5135,0.898,0.9932,5.5643,8.71,0.0,0.0298,0.35,0.0152
"After the rain stopped, the streets were quiet and still.",0.8,4,135,75,0.5556,0.5556,0.9104,1.0,5.442,9.64,0.0,0.039,0.35,0.015
"After the rain stopped, the streets were quiet and still.",1.0,0,167,87,0.521,0.521,0.9036,0.9879,5.8305,16.7,0.0,0.0325,0.2875,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,1,80,63,0.7875,0.7875,1.0,1.0,5.7403,4.0,0.0,0.0728,0.1625,0.0126
