prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,158,67,0.4241,0.4241,0.7962,0.9808,5.1945,39.5,0.0,0.0293,0.6375,0.0134
The city had changed since the last time she visited.,0.8,1,81,66,0.8148,0.8148,1.0,1.0,5.8642,7.36,0.0,0.0787,0.2625,0.0132
The city had changed since the last time she visited.,0.8,2,167,54,0.3234,0.3234,0.6627,0.9394,4.544,18.56,0.0,0.0255,0.7,0.0108
The city had changed since the last time she visited.,0.8,3,165,84,0.5091,0.5091,0.8841,1.0,5.7534,18.33,0.0,0.0282,0.45,0.0168
The city had changed since the last time she visited.,0.8,4,195,29,0.1487,0.1487,0.2887,0.4145,2.3,97.5,0.0,0.0062,1.0,0.0058
The city had changed since the last time she visited.,1.0,0,112,73,0.6518,0.6518,0.964,1.0,5.6075,7.0,0.0,0.0636,0.225,0.0146
The city had changed since the last time she visited.,1.0,1,146,80,0.5479,0.5479,0.9379,0.9931,5.8226,10.43,0.0,0.0441,0.2875,0.016
The city had changed since the last time she visited.,1.0,2,141,80,0.5674,0.5674,0.9214,0.9928,5.732,11.75,0.0,0.0406,0.35,0.016
The city had changed since the last time she visited.,1.0,3,157,76,0.4841,0.4841,0.9231,0.9935,5.6634,15.7,0.0,0.0301,0.45,0.0152
The city had changed since the last time she visited.,1.0,4,160,92,0.575,0.575,0.9308,1.0,6.0632,13.33,0.0,0.0519,0.35,0.0184
"After the rain stopped, the streets were quiet and still.",0.8,0,145,69,0.4759,0.4759,0.8333,0.993,5.3546,18.12,0.0,0.0293,0.4125,0.0138
"After the rain stopped, the streets were quiet and still.",0.8,1,101,68,0.6733,0.6733,0.95,1.0,5.4706,9.18,0.0,0.0521,0.2875,0.0136
"After the rain stopped, the streets were quiet and still.",0.8,2,177,85,0.4802,0.4802,0.9034,0.9943,5.7755,17.7,0.0,0.0217,0.2875,0.017
"After the rain stopped, the streets were quiet and still.",0.8,3,169,68,0.4024,0.4024,0.7262,0.9341,5.1688,18.78,0.0,0.0317,0.7,0.0136
"After the rain stopped, the streets were quiet and still.",0.8,4,124,74,0.5968,0.5968,0.9024,0.9918,5.436,11.27,0.0,0.0333,0.35,0.0148
"After the rain stopped, the streets were quiet and still.",1.0,0,168,88,0.5238,0.5238,0.9102,0.994,5.881,14.0,0.0,0.0297,0.2875,0.0176
"After the rain stopped, the streets were quiet and still.",1.0,1,173,90,0.5202,0.5202,0.936,0.9883,6.0367,17.3,0.0,0.0489,0.4125,0.018
"After the rain stopped, the streets were quiet and still.",1.0,2,138,81,0.587,0.587,0.9343,0.9926,5.8195,10.62,0.0,0.0413,0.2875,0.0162
"After the rain stopped, the streets were quiet and still.",1.0,3,140,85,0.6071,0.6071,0.9496,1.0,5.9434,10.77,0.0,0.0311,0.3875,0.017
"After the rain stopped, the streets were quiet and still.",1.0,4,139,85,0.6115,0.6115,0.9493,1.0,5.8938,12.64,0.0,0.0452,0.3875,0.017
He opened the book to a random page and began to read.,0.8,0,163,77,0.4724,0.4724,0.8642,0.9814,5.6842,14.82,0.0,0.0341,0.2875,0.0154
He opened the book to a random page and began to read.,0.8,1,176,75,0.4261,0.4261,0.8229,0.9655,5.6041,13.54,0.0,0.0374,0.575,0.015
He opened the book to a random page and began to read.,0.8,2,109,66,0.6055,0.6055,0.9815,1.0,5.6724,3.89,0.0,0.0888,0.3875,0.0132
He opened the book to a random page and began to read.,0.8,3,129,72,0.5581,0.5581,0.875,0.9685,5.3823,11.73,0.0,0.0407,0.4125,0.0144
He opened the book to a random page and began to read.,0.8,4,123,70,0.5691,0.5691,0.9098,1.0,5.3602,10.25,0.0,0.0475,0.4125,0.014
He opened the book to a random page and began to read.,1.0,0,133,78,0.5865,0.5865,0.9545,0.9924,5.7863,11.08,0.0,0.0523,0.2875,0.0156
He opened the book to a random page and began to read.,1.0,1,168,93,0.5536,0.5536,0.9401,1.0,6.0375,21.0,0.0,0.0296,0.2875,0.0186
He opened the book to a random page and began to read.,1.0,2,130,81,0.6231,0.6231,0.9535,1.0,5.8995,11.82,0.0,0.0437,0.2875,0.0162
He opened the book to a random page and began to read.,1.0,3,144,88,0.6111,0.6111,0.9301,1.0,5.9813,11.08,0.0,0.0536,0.2875,0.0176
He opened the book to a random page and began to read.,1.0,4,147,95,0.6463,0.6463,0.9795,1.0,6.1958,16.33,0.0,0.035,0.2875,0.019
The envoy arrived at dawn with gifts from the northern court,0.8,0,136,82,0.6029,0.6029,0.9481,1.0,5.7828,12.36,0.0,0.0389,0.2875,0.0164
The envoy arrived at dawn with gifts from the northern court,0.8,1,164,87,0.5305,0.5305,0.8528,0.9568,5.6819,14.91,0.0,0.0262,0.475,0.0174
The envoy arrived at dawn with gifts from the northern court,0.8,2,116,70,0.6034,0.6034,0.913,0.9912,5.3471,14.5,0.0,0.0333,0.4125,0.014
The envoy arrived at dawn with gifts from the northern court,0.8,3,133,62,0.4662,0.4662,0.7803,0.9542,4.8047,14.78,0.0,0.0275,0.6,0.0124
The envoy arrived at dawn with gifts from the northern court,0.8,4,143,68,0.4755,0.4755,0.838,0.9929,5.201,11.92,0.0,0.0384,0.5375,0.0136
The envoy arrived at dawn with gifts from the northern court,1.0,0,104,68,0.6538,0.6538,0.9417,1.0,5.427,9.45,0.0,0.0365,0.35,0.0136
The envoy arrived at dawn with gifts from the northern court,1.0,1,148,90,0.6081,0.6081,0.9388,0.9932,5.962,21.14,0.0,0.0269,0.2875,0.018
The envoy arrived at dawn with gifts from the northern court,1.0,2,122,72,0.5902,0.5902,0.9091,0.9667,5.528,13.56,0.0,0.0287,0.4125,0.0144
The envoy arrived at dawn with gifts from the northern court,1.0,3,162,95,0.5864,0.5864,0.9317,1.0,6.0836,12.46,0.0,0.0301,0.4125,0.019
The envoy arrived at dawn with gifts from the northern court,1.0,4,123,79,0.6423,0.6423,0.9672,1.0,5.6286,10.25,0.0,0.0485,0.45,0.0158
The minister bowed and said the neighboring state was weak.,0.8,0,133,61,0.4586,0.4586,0.7727,0.9466,4.9645,8.31,0.0,0.0364,0.6,0.0122
The minister bowed and said the neighboring state was weak.,0.8,1,103,60,0.5825,0.5825,0.902,0.9802,5.0546,7.92,0.0,0.0461,0.2875,0.012
The minister bowed and said the neighboring state was weak.,0.8,2,131,71,0.542,0.542,0.8462,1.0,5.0957,14.56,0.0,0.0359,0.7,0.0142
The minister bowed and said the neighboring state was weak.,0.8,3,122,68,0.5574,0.5574,0.9008,1.0,5.1686,8.13,0.0,0.0519,0.475,0.0136
The minister bowed and said the neighboring state was weak.,0.8,4,176,77,0.4375,0.4375,0.8571,0.9885,5.6713,17.6,0.0,0.0437,0.7,0.0154
The minister bowed and said the neighboring state was weak.,1.0,0,159,84,0.5283,0.5283,0.8797,0.9873,5.6921,22.71,0.0,0.027,0.7,0.0168
The minister bowed and said the neighboring state was weak.,1.0,1,108,74,0.6852,0.6852,0.9346,1.0,5.7251,9.82,0.0,0.0605,0.35,0.0148
The minister bowed and said the neighboring state was weak.,1.0,2,138,83,0.6014,0.6014,0.9197,1.0,5.7501,9.86,0.0,0.0328,0.2875,0.0166
The minister bowed and said the neighboring state was weak.,1.0,3,137,82,0.5985,0.5985,0.875,0.963,5.8308,11.42,0.0,0.04,0.35,0.0164
The minister bowed and said the neighboring state was weak.,1.0,4,143,87,0.6084,0.6084,0.9366,1.0,5.7816,28.6,0.0,0.0319,0.35,0.0174
"In the third year of famine, the granaries stood nearly empt",0.8,0,177,77,0.435,0.435,0.875,0.9886,5.7497,12.64,0.0,0.0413,0.2875,0.0154
"In the third year of famine, the granaries stood nearly empt",0.8,1,181,76,0.4199,0.4199,0.7333,0.9218,5.2227,15.08,0.0,0.0164,0.6,0.0152
"In the third year of famine, the granaries stood nearly empt",0.8,2,91,60,0.6593,0.6593,0.9556,1.0,5.3327,7.58,0.0,0.052,0.2875,0.012
"In the third year of famine, the granaries stood nearly empt",0.8,3,144,73,0.5069,0.5069,0.8811,0.9859,5.4128,12.0,0.0,0.0354,0.35,0.0146
"In the third year of famine, the granaries stood nearly empt",0.8,4,150,63,0.42,0.42,0.7383,0.9324,4.7214,21.43,0.0,0.0302,0.6,0.0126
"In the third year of famine, the granaries stood nearly empt",1.0,0,103,56,0.5437,0.5437,0.8725,0.9802,5.0377,6.06,0.0,0.0436,0.35,0.0112
"In the third year of famine, the granaries stood nearly empt",1.0,1,116,72,0.6207,0.6207,0.9391,1.0,5.5368,16.57,0.0,0.0379,0.35,0.0144
