prefix,temperature,sample_idx,word_count,unique_words,lexical_diversity,distinct_1,distinct_2,distinct_3,word_entropy,avg_sentence_length,repetition_rate,punctuation_rate,degeneration_score,vocab_coverage
The city had changed since the last time she visited.,0.8,0,146,76,0.5205,0.5205,0.8621,0.9583,5.6541,12.17,0.0,0.0408,0.4125,0.0152
The city had changed since the last time she visited.,0.8,1,109,65,0.5963,0.5963,0.9352,1.0,5.5977,4.95,0.0,0.0848,0.325,0.013
The city had changed since the last time she visited.,0.8,2,71,49,0.6901,0.6901,0.9857,1.0,5.2306,2.54,0.0,0.1287,0.325,0.0098
The city had changed since the last time she visited.,0.8,3,112,53,0.4732,0.4732,0.9279,1.0,5.2155,4.15,0.0,0.0878,0.3875,0.0106
The city had changed since the last time she visited.,0.8,4,127,75,0.5906,0.5906,0.9524,1.0,5.7316,6.05,0.0,0.063,0.2875,0.015
The city had changed since the last time she visited.,1.0,0,137,65,0.4745,0.4745,0.8897,0.9926,5.3992,9.79,0.0,0.0421,0.45,0.013
The city had changed since the last time she visited.,1.0,1,152,86,0.5658,0.5658,0.9669,1.0,6.0122,16.89,0.0,0.0493,0.325,0.0172
The city had changed since the last time she visited.,1.0,2,163,77,0.4724,0.4724,0.9198,0.9938,5.5687,18.11,0.0,0.0337,0.55,0.0154
The city had changed since the last time she visited.,1.0,3,136,73,0.5368,0.5368,0.9481,1.0,5.7086,13.6,0.0,0.0402,0.45,0.0146
The city had changed since the last time she visited.,1.0,4,103,59,0.5728,0.5728,0.9412,0.9901,5.3828,6.06,0.0,0.0738,0.225,0.0118
"After the rain stopped, the streets were quiet and still.",0.8,0,129,71,0.5504,0.5504,0.9062,0.9921,5.4683,11.73,0.0,0.0352,0.2875,0.0142
"After the rain stopped, the streets were quiet and still.",0.8,1,123,66,0.5366,0.5366,0.8525,0.9752,5.208,17.57,0.0,0.036,0.6,0.0132
"After the rain stopped, the streets were quiet and still.",0.8,2,153,80,0.5229,0.5229,0.875,0.9735,5.6281,10.2,0.0,0.0312,0.35,0.016
"After the rain stopped, the streets were quiet and still.",0.8,3,148,73,0.4932,0.4932,0.8912,0.9932,5.6126,14.8,0.0,0.0495,0.35,0.0146
"After the rain stopped, the streets were quiet and still.",0.8,4,108,70,0.6481,0.6481,0.9907,1.0,5.7147,4.5,0.0,0.0641,0.225,0.014
"After the rain stopped, the streets were quiet and still.",1.0,0,147,88,0.5986,0.5986,0.9384,1.0,5.9475,18.38,0.0,0.0461,0.2875,0.0176
"After the rain stopped, the streets were quiet and still.",1.0,1,136,87,0.6397,0.6397,0.9778,1.0,6.049,12.36,0.0,0.0469,0.325,0.0174
"After the rain stopped, the streets were quiet and still.",1.0,2,168,93,0.5536,0.5536,0.9401,1.0,6.0316,18.67,0.0,0.0304,0.225,0.0186
"After the rain stopped, the streets were quiet and still.",1.0,3,155,89,0.5742,0.5742,0.9286,0.9935,5.9922,10.33,0.2,0.0314,0.35,0.0178
"After the rain stopped, the streets were quiet and still.",1.0,4,154,87,0.5649,0.5649,0.9281,0.9934,5.898,22.0,0.0,0.0287,0.2875,0.0174
